User ID,Age,Income,Expenses,Savings,Family Members,Marital Status,Secondary Income,Loan EMI,Rent,Monthly Investments,Credit Score,Risk Tolerance,Health Expenses,Education Expenses,Retirement Savings,Lifestyle Score,Debt-to-Income Ratio,Monthly Subscriptions,Financial Literacy Score,Gender
2706,40,54523,133482,29336,2,Single,39163,5684,46955,83848,563,Medium,8259,39566,213476,34,0.16,9737,39,Female
2707,54,217127,18631,43624,1,Single,15843,13595,41441,62323,617,Low,18125,13697,244047,37,0.24,9826,72,Male
2708,53,30514,97388,70206,2,Single,49364,1321,16232,2798,415,Medium,19618,19173,865608,49,0.49,8223,36,Female
2709,37,67456,134798,49764,4,Single,28477,14810,45703,25753,511,Low,18997,16197,170720,32,0.45,2632,84,Female
2710,30,27233,80043,99325,3,Single,97993,6740,38696,41113,459,High,4536,29677,570020,17,0.4,2462,57,Female
2711,42,283246,45764,50420,1,Single,61082,32712,9403,49181,776,Medium,17142,37285,519584,22,0.41,6376,20,Female
2712,41,86133,139014,109381,3,Single,27330,5468,19992,29722,447,Low,17941,29248,970416,53,0.37,4494,26,Male
2713,36,124085,123076,70671,2,Single,94747,13518,47882,86991,746,Low,14830,9445,710144,56,0.15,7345,10,Female
2714,24,129101,109007,151845,1,Married,37569,12704,12990,68847,377,High,14993,9521,132782,19,0.15,6658,38,Female
2715,30,128684,34940,112596,4,Single,98203,438,49215,61170,561,High,8430,9177,294564,50,0.31,103,93,Female
2716,49,114937,117418,31447,3,Married,48114,164,22008,29362,351,Medium,10559,11380,148616,76,0.34,6178,62,Male
2717,34,61548,81792,140105,4,Single,67294,5678,36010,51026,557,Medium,18241,38127,497937,83,0.49,626,27,Female
2718,46,229272,18367,191924,5,Single,64106,36105,9344,47201,547,Medium,2810,48982,943461,58,0.28,6453,83,Male
2719,54,133815,121764,25497,1,Married,38548,36118,26083,48974,587,Low,19740,31225,704340,73,0.47,6905,46,Male
2720,52,240994,18573,84714,3,Married,62598,17371,29634,92297,553,High,15169,38420,177835,24,0.5,9625,46,Female
2721,39,147602,25582,131892,2,Single,94705,35297,10116,12917,513,Medium,15351,17464,343501,97,0.44,3293,3,Female
2722,35,146270,146450,157050,2,Married,11260,20996,44005,41577,391,Medium,13349,25234,213222,70,0.26,7521,60,Male
2723,53,41182,75296,148954,2,Single,32350,28753,47237,17955,843,Low,17624,37916,612582,83,0.4,5922,17,Female
2724,21,213691,75841,153017,2,Married,41741,45174,46646,56365,531,Medium,14636,14769,199794,61,0.32,7905,49,Male
2725,54,298187,31881,192557,3,Single,98214,20229,29011,95847,312,Low,16734,35033,891589,94,0.18,6383,92,Male
2726,59,252362,80233,64870,5,Married,45181,5756,9610,84357,832,Low,8912,21025,487230,55,0.15,3696,35,Female
2727,47,217008,75285,154667,2,Single,83446,40873,42265,23915,744,High,18536,33616,395778,68,0.13,378,90,Female
2728,58,161488,69547,102847,2,Married,840,24603,8852,61799,802,Low,14960,8657,215023,57,0.23,3215,0,Male
2729,25,154484,148294,192198,2,Single,62422,42984,36686,98904,825,High,3574,37429,950383,48,0.38,4338,34,Male
2730,28,44406,17933,101134,5,Married,17725,23308,24788,74706,705,Low,7947,7711,314513,51,0.47,3920,4,Male
2731,39,284019,93385,171521,1,Single,12299,37361,40536,8706,843,High,7901,37367,635812,60,0.23,68,5,Male
2732,20,229097,108706,106110,2,Single,50652,31256,24039,63409,587,Low,18460,38429,366355,59,0.31,715,59,Female
2733,27,178058,148012,154711,2,Single,95525,32961,39908,17193,725,Medium,1334,25950,455715,75,0.29,2965,99,Female
2734,42,296835,94590,181442,2,Married,90041,25167,12724,72934,735,High,14186,32657,124111,50,0.14,3641,4,Female
2735,22,220919,116399,76918,1,Married,71095,26433,14997,83366,380,High,14864,13636,57347,67,0.4,6950,31,Female
2736,23,30794,69145,178782,2,Married,32597,29731,15695,16852,787,Low,13730,38879,259191,13,0.31,1443,38,Female
2737,44,219542,67520,190123,1,Married,8707,6401,48422,17013,481,Medium,2730,29212,170092,58,0.47,4869,94,Male
2738,57,167478,14544,196711,1,Married,48943,34505,8589,85302,657,Medium,6255,5515,429133,12,0.43,4783,39,Female
2739,34,266969,64812,8159,4,Single,63803,18445,6398,6538,554,High,4853,31202,112144,41,0.21,8261,41,Female
2740,40,61708,129090,76192,4,Married,93555,9882,47514,98417,465,Medium,19108,31028,730850,56,0.23,5686,73,Female
2741,54,194469,109054,71988,2,Single,88377,48014,12691,50377,764,Medium,1802,8610,394936,71,0.31,9565,94,Female
2742,33,143313,142689,112739,3,Single,85176,6283,15943,47645,555,Low,1911,14570,873186,25,0.15,6204,7,Female
2743,55,256668,110834,23706,4,Single,98162,25970,18926,21867,722,Medium,16115,17843,510000,77,0.2,3325,90,Male
2744,31,38482,144405,145934,4,Single,75276,11360,17113,78070,497,Medium,8021,20916,713836,27,0.43,2386,28,Male
2745,36,183543,50002,15219,3,Single,3155,32235,35134,83536,512,Medium,9527,6029,604639,15,0.16,7005,59,Male
2746,58,74213,141583,94017,5,Married,23572,15859,8266,36085,824,Medium,15147,22673,583348,74,0.32,6104,77,Female
2747,28,295170,122850,39536,2,Single,59694,7599,11408,89271,351,Low,13706,18597,339315,89,0.26,3977,22,Male
2748,54,258697,140011,76632,5,Married,66514,10428,19842,89500,564,Low,13072,49749,918025,46,0.18,2351,3,Male
2749,32,25435,131548,198958,5,Single,76033,47185,16136,53792,624,Medium,5332,42149,469916,82,0.49,2666,33,Female
2750,34,159565,41786,113798,1,Single,44843,3883,8497,5733,306,Low,15140,32310,133495,72,0.43,7319,37,Female
2751,37,223299,46244,38937,1,Married,84967,19635,26340,92782,343,High,19399,46474,791674,90,0.21,5495,60,Female
2752,52,51498,77261,26094,2,Married,35357,37821,39742,86733,471,Low,4659,44866,399947,68,0.41,6427,26,Male
2753,25,55825,28477,130312,3,Single,23167,48001,36408,78601,401,Low,13793,15924,639610,43,0.1,281,82,Male
2754,46,299078,18496,109894,1,Single,71478,12124,46826,35305,595,Low,14268,45005,909960,46,0.21,8853,30,Female
2755,42,25574,130522,122118,4,Single,18983,19398,34794,47318,504,High,1398,5528,650329,43,0.14,8671,2,Female
2756,46,150698,30724,163996,2,Married,35276,28062,14245,85094,790,High,11850,25021,697492,54,0.27,6762,92,Male
2757,53,189251,40416,88325,5,Married,45279,33896,43178,57126,617,High,12586,46,209920,10,0.36,7075,76,Male
2758,57,62782,45575,136195,2,Single,59483,47484,29126,84142,470,Low,16290,29790,490915,62,0.17,5325,26,Female
2759,33,80561,86614,189221,1,Married,83113,39633,7534,65587,517,High,16993,12120,422610,71,0.2,8740,42,Female
2760,55,46751,103566,76445,3,Married,71451,22856,40985,84264,800,High,1015,26088,187909,24,0.26,8834,59,Male
2761,27,76572,137192,36854,5,Married,91869,14407,23719,79835,492,Low,5374,24274,98670,60,0.35,9179,95,Female
2762,54,56069,29359,65796,3,Married,2045,18080,28713,92334,632,Medium,7513,31371,137361,23,0.22,7231,45,Male
2763,38,233262,149770,74432,2,Married,89716,8324,23541,86984,452,Low,18960,1286,735844,68,0.34,363,36,Male
2764,49,246090,53634,195040,3,Married,42344,7407,19176,88406,322,Low,14250,32176,298695,61,0.24,7385,66,Male
2765,33,278245,127255,176906,3,Married,9564,40013,24075,87750,515,Low,6174,42908,137098,10,0.2,3687,5,Male
2766,39,201303,52864,22111,2,Single,11105,37433,24726,69802,342,Medium,15467,33710,76612,84,0.44,6550,58,Female
2767,44,99468,104482,77575,5,Married,56754,4220,6555,11300,660,Low,10571,43661,325863,26,0.25,4065,2,Female
2768,59,180371,47355,115380,3,Married,20056,11731,21659,67194,713,Low,12505,46770,275050,65,0.47,5177,76,Male
2769,43,110715,47690,29099,3,Single,63565,11180,35966,89288,717,Medium,2307,18674,567764,14,0.22,3979,10,Male
2770,33,90793,66630,186365,2,Married,47689,22554,30923,28133,615,Low,10850,28301,282835,26,0.32,2312,26,Male
2771,45,208206,31658,113871,4,Married,32135,12494,8089,78278,729,Low,5532,45910,523369,27,0.12,9541,1,Male
2772,57,131672,25797,20029,3,Married,32812,11485,19743,16059,798,Low,8106,38220,209160,98,0.37,9361,63,Male
2773,42,162321,68799,167883,1,Married,70047,311,12578,62166,648,Medium,6913,19043,840961,64,0.42,6511,43,Female
2774,41,140902,128301,20793,5,Single,22772,27005,39940,13720,374,Low,5774,17515,287344,56,0.49,590,75,Female
2775,38,41390,62236,53106,3,Married,80957,26361,32967,58230,532,Medium,13812,2368,95875,89,0.43,5958,54,Female
2776,22,40369,16265,90662,2,Single,92652,38202,28185,93165,337,Medium,7214,29145,329483,58,0.23,7147,39,Female
2777,38,163953,135611,137044,1,Married,7775,15567,45492,76530,561,High,1053,19928,427218,32,0.32,7304,75,Male
2778,28,291731,131754,136432,2,Married,92482,15980,48027,87541,745,Low,4642,8658,865272,30,0.34,8875,22,Male
2779,47,244872,101426,138704,3,Married,54523,49553,39594,20394,511,Low,17463,15763,746578,38,0.12,130,63,Male
2780,39,258634,119681,172030,1,Married,10707,21938,26893,635,757,High,16049,4057,171090,69,0.13,3743,94,Male
2781,26,67013,53826,85882,5,Single,13372,121,22754,76742,581,High,17669,14559,606969,55,0.23,6965,56,Male
2782,33,137341,65597,118858,5,Single,95350,33518,49507,64197,505,Low,10768,20418,827740,19,0.4,1972,9,Female
2783,28,214692,148515,154080,5,Single,61526,49257,10322,44845,304,Low,8966,9670,620838,93,0.21,6577,34,Male
2784,38,166826,107375,82656,4,Single,65106,6934,26512,22805,542,High,17611,37151,524012,62,0.45,2154,5,Female
2785,33,127584,27084,166355,2,Single,88143,9251,10811,59426,447,Low,19360,5572,351649,16,0.36,2073,88,Female
2786,57,98113,99447,55908,3,Married,53475,30245,39459,25632,622,Low,19602,14493,23354,39,0.29,4008,94,Female
2787,55,55282,14383,143890,1,Single,57201,12359,44442,11660,686,Low,10712,33427,951167,64,0.32,2686,53,Female
2788,59,187809,102313,35579,2,Single,27957,12855,31726,26877,692,High,2984,185,245319,74,0.23,6521,93,Male
2789,36,116651,44361,60178,3,Married,95814,17628,15836,74295,549,High,10942,45952,829343,30,0.49,7815,78,Female
2790,49,266549,90294,193656,4,Single,56243,24651,41158,38924,727,Medium,4723,17130,400667,16,0.17,7191,66,Female
2791,28,105395,71331,118204,3,Married,73752,23249,48241,47153,668,Medium,3345,3834,328010,53,0.44,8460,81,Female
2792,52,31345,105057,100373,2,Single,75542,41969,14862,59127,746,Low,7600,8724,290267,77,0.37,2378,55,Male
2793,44,217472,131685,137047,3,Married,33993,36050,37804,48360,321,Low,2460,23440,200159,24,0.38,7397,80,Male
2794,33,32055,106917,199551,1,Single,34016,2275,49376,97208,849,Medium,8513,40027,79912,11,0.43,3259,59,Male
2795,30,105283,40932,21265,4,Married,25354,20192,23011,48097,838,Medium,2208,19359,617543,12,0.15,4842,13,Female
2796,54,64484,11908,68518,1,Single,48637,765,40107,24091,581,Medium,4795,22699,570967,57,0.38,5261,45,Female
2797,33,97514,40412,140390,4,Single,84762,35483,27544,31335,578,Low,3508,20593,621299,77,0.41,3117,15,Male
2798,49,110135,138319,125611,4,Married,83502,17881,19425,72545,419,Low,2667,25697,148378,56,0.49,8434,26,Female
2799,23,208726,93710,171153,3,Married,4848,44906,39139,67679,552,Medium,15962,2863,345582,52,0.4,4868,36,Male
2800,23,234223,12928,194721,1,Married,42673,44692,38444,94550,776,High,10688,24199,480564,36,0.48,5870,96,Male
2801,47,137399,75158,120475,4,Single,11783,29501,10072,39767,364,Medium,14580,18817,806266,13,0.44,5271,60,Female
2802,27,200645,42309,179141,4,Married,64694,37834,5252,59584,602,High,13908,29572,857081,45,0.45,4636,19,Female
2803,21,193805,19280,109968,3,Single,61865,33257,40632,43518,616,High,11112,11316,167178,92,0.47,2066,24,Female
2804,41,149344,50449,116686,2,Married,53907,26999,15208,83394,473,Low,13674,26467,813294,89,0.31,6077,49,Female
2805,35,162832,36957,81377,2,Single,50669,39142,23615,89168,714,High,7677,33408,768598,61,0.38,3550,57,Male
2806,48,133226,80499,96671,5,Married,10924,34703,22144,86022,559,High,11132,26190,604821,54,0.15,3247,77,Male
2807,49,119250,103057,148499,5,Married,70178,35517,24670,65865,584,Medium,5309,1484,385028,60,0.24,8412,36,Male
2808,31,202058,120065,176323,4,Single,70732,44256,44069,12370,372,Medium,1365,22238,801903,95,0.45,7725,4,Male
2809,54,185404,84893,107263,2,Married,76691,11883,28218,13847,378,High,6911,3792,827297,41,0.49,7760,53,Male
2810,30,191172,35176,161237,4,Married,77591,9295,38160,97160,343,Medium,3221,18309,203069,11,0.14,582,36,Female
2811,40,156016,66967,126359,1,Married,20152,27857,16283,51825,302,Medium,17656,42839,127646,26,0.33,7909,73,Male
2812,40,68825,10987,103844,2,Single,8072,40232,49502,70158,742,Medium,15084,1331,434222,32,0.39,4420,9,Male
2813,24,33877,106854,69927,2,Single,81501,29867,30006,38000,378,Medium,4621,38220,734500,53,0.31,6778,8,Male
2814,39,149065,36015,78170,2,Married,44687,44905,38764,89941,676,High,4642,15895,650606,55,0.19,1440,77,Female
2815,56,128443,122350,81150,5,Married,97526,6286,44916,90873,438,High,16541,31957,648217,21,0.12,4118,32,Female
2816,22,137674,76404,29866,3,Single,21942,45763,30667,58367,306,High,17985,7575,742614,63,0.48,2426,92,Female
2817,52,135074,126751,15282,3,Single,47417,26290,29677,67216,812,High,9803,1643,975146,22,0.19,9825,23,Female
2818,28,271881,138807,156391,5,Married,92379,4149,15891,47112,376,High,1326,39627,811068,83,0.22,8380,69,Male
2819,28,51629,58231,172798,5,Single,61259,38616,19542,38719,342,Low,3927,21481,814501,77,0.36,7811,56,Male
2820,23,174030,38305,20412,5,Married,5490,40424,19414,27832,456,Medium,14527,29729,433125,80,0.27,641,25,Female
2821,54,297919,64306,129135,3,Married,21719,2345,23564,72402,829,Low,19492,22286,567679,75,0.27,4793,38,Female
2822,36,185279,131139,125019,4,Single,49200,21933,10316,25479,519,High,2964,26868,282015,24,0.13,4936,43,Male
2823,53,282199,28318,29583,5,Single,38684,39448,49056,49285,489,Medium,5459,36478,948036,71,0.5,4123,63,Male
2824,43,269084,31584,66922,4,Single,18894,8770,17759,83045,561,High,19138,42755,208829,82,0.21,6816,47,Female
2825,51,108697,25169,11185,4,Single,30837,18082,33190,46228,443,Low,3081,46388,294781,33,0.14,7446,66,Female
2826,20,183945,35968,91348,1,Single,52812,45555,27817,51191,784,High,13692,26253,251518,79,0.37,3667,47,Female
2827,27,121505,147457,96368,3,Single,67282,10863,47239,4188,577,Medium,7281,48544,472984,70,0.4,6006,39,Female
2828,42,217277,132684,192461,4,Single,90607,6984,41776,35617,606,High,3075,6193,967411,80,0.11,2846,45,Male
2829,59,176390,125391,22423,3,Single,73706,27503,12373,93323,849,High,5028,41198,877119,89,0.21,3629,95,Male
2830,31,53734,35444,56268,3,Married,98937,38024,41054,3366,455,Medium,5201,40170,973766,90,0.18,3454,89,Male
2831,31,233299,116081,117692,1,Married,56132,39319,15873,52063,599,Low,17155,318,572815,81,0.42,1018,2,Female
2832,34,169594,72497,177716,3,Single,78425,49430,42285,78597,646,Low,15492,8753,198832,12,0.17,8748,75,Female
2833,38,162728,15362,172858,4,Married,60161,1468,24012,15952,722,Medium,12370,37980,536668,98,0.19,7774,13,Male
2834,45,166965,109254,100201,2,Married,19104,9132,21922,18975,725,Medium,2256,10569,849403,38,0.49,9006,82,Male
2835,48,298637,149322,88744,4,Married,15140,35086,18994,4283,341,Low,5297,15779,228986,30,0.38,9020,3,Male
2836,41,115872,78354,123222,4,Married,93272,37304,23164,59527,615,Medium,19540,32205,26126,63,0.26,5297,11,Male
2837,59,189524,46368,93590,3,Married,8152,38115,11605,20645,376,Low,13830,19797,989459,15,0.4,8738,98,Female
2838,40,164338,54109,166549,4,Single,48486,14462,16718,11740,395,High,1040,22769,197141,96,0.29,3492,22,Male
2839,57,136603,37426,127942,2,Single,85277,46349,40116,56286,562,Low,14375,46555,521993,20,0.19,9271,2,Male
2840,39,36940,127632,139643,3,Single,38147,22323,21145,98548,504,Medium,14177,44998,51143,79,0.3,1594,2,Male
2841,48,175075,122637,24576,5,Single,87890,18167,26791,5128,587,High,3859,19043,211126,36,0.41,1944,41,Male
2842,23,147880,49023,124641,4,Single,8666,10067,21120,46515,562,Medium,3462,15358,394079,86,0.17,1555,79,Male
2843,26,118408,132268,198775,4,Single,93939,3226,28553,74907,614,Low,3037,34275,250267,69,0.29,8879,76,Male
2844,47,181941,119211,145752,1,Married,34726,11920,21362,86845,668,High,11611,39857,112264,82,0.15,2958,18,Male
2845,47,69297,104897,161778,5,Single,48689,25561,40859,55983,551,Low,2674,13736,812062,81,0.44,8765,27,Female
2846,23,80107,89777,120042,5,Married,46116,48040,44865,50930,632,High,17747,21345,194774,36,0.43,5224,37,Female
2847,41,39622,54858,184508,2,Single,71420,35587,24946,55462,725,Medium,14547,2020,199634,41,0.37,910,8,Female
2848,31,159909,100042,138846,5,Married,77848,36738,42849,92647,594,Low,17159,49093,551263,42,0.47,9207,55,Female
2849,22,166479,93098,153044,1,Married,85534,10258,9901,8628,584,High,3518,16538,415561,14,0.26,5290,16,Male
2850,41,180381,30239,150120,2,Single,3820,49576,40072,75998,616,High,15183,28831,339155,18,0.15,8986,6,Female
2851,21,113190,120951,103908,5,Single,4322,31655,48460,88254,811,High,9691,7378,292578,22,0.49,1333,71,Female
2852,43,272356,51291,113724,2,Single,38235,34873,7485,38674,328,Low,4053,9876,214200,98,0.31,2795,75,Male
2853,53,237984,48805,85225,5,Single,59961,18854,38416,59168,593,Medium,19854,18920,111518,15,0.29,4262,53,Male
2854,46,20370,108831,87273,5,Married,50356,48675,15461,96831,306,Medium,17962,9471,706122,83,0.13,6136,27,Female
2855,20,282630,19290,131170,5,Single,24923,20178,19012,41753,841,High,14499,12343,666794,45,0.33,7891,65,Female
2856,27,46613,141283,103737,4,Single,88478,19275,35131,94380,514,Medium,16899,33636,512231,59,0.36,9215,27,Male
2857,42,263876,93634,101537,5,Married,33750,9875,44047,26314,514,Low,15738,3013,83017,70,0.29,162,24,Female
2858,57,23196,29072,62602,4,Married,97869,44133,14743,7668,463,Medium,15829,27742,114940,57,0.46,2682,90,Male
2859,25,246009,53290,71403,3,Single,88448,35915,34447,67490,469,Medium,2257,19694,240520,92,0.4,5181,98,Male
2860,41,28572,95186,32182,1,Single,21983,12253,7632,79948,520,Low,7635,682,847145,20,0.12,3838,78,Male
2861,44,65853,25115,84876,2,Married,87610,28737,29287,74342,559,Low,3972,43223,257097,26,0.32,3177,48,Male
2862,37,183347,15149,52059,2,Single,5905,45870,32108,18015,560,Medium,6041,1461,131505,11,0.5,9359,47,Female
2863,36,136074,51992,144859,3,Married,55483,7901,39036,21420,771,Medium,3988,20213,477092,16,0.18,4495,98,Male
2864,31,63209,27716,5393,5,Married,25028,17558,39541,77899,554,Medium,15448,49297,740068,66,0.35,3819,46,Male
2865,25,114244,107724,66775,1,Single,69609,19333,49049,64544,577,High,2524,5627,9414,40,0.21,8549,61,Female
2866,45,252067,23621,195526,3,Married,52046,10001,12020,52817,323,Low,7487,34588,60115,68,0.25,9447,32,Male
2867,46,273516,147892,148128,3,Single,2234,25012,41395,75602,732,High,13645,22651,917587,55,0.11,678,41,Female
2868,27,228472,123065,197555,2,Single,80809,29461,7548,47518,777,High,13413,6962,877255,90,0.38,445,86,Female
2869,38,120300,40399,181029,4,Single,73167,31811,39318,6874,793,High,6839,22859,71312,88,0.41,1640,26,Female
2870,20,218033,129374,164501,4,Married,55011,33002,23524,64959,681,High,6672,41564,855013,16,0.41,6159,7,Male
2871,48,77175,53098,50909,5,Single,12061,30410,43270,96617,673,Medium,1381,22716,171468,23,0.49,8245,61,Female
2872,54,121551,55511,57906,5,Single,49253,37538,44190,82789,622,Low,2804,1606,414956,18,0.44,7933,37,Female
2873,59,266984,63243,102435,3,Married,89354,37896,10846,42353,388,Medium,19371,27775,298927,18,0.18,4844,3,Male
2874,33,76866,125131,91290,5,Single,44667,29598,24904,11662,391,Low,6218,17931,920062,11,0.19,3982,53,Female
2875,54,137752,38750,49389,4,Single,89240,40927,12125,14125,676,High,11691,6973,698625,95,0.41,8209,47,Female
2876,39,273564,65398,25905,1,Single,58796,35242,49614,52343,380,Low,3642,35540,493796,25,0.41,771,68,Female
2877,32,266592,54345,189802,2,Married,94898,32994,13812,19503,399,Low,17407,9577,37161,11,0.15,6692,15,Female
2878,57,35401,103430,62557,4,Married,64065,30448,10407,81234,422,Low,16776,28219,281193,88,0.1,9511,60,Female
2879,27,235432,124921,121814,5,Single,76386,32330,36601,56404,695,Low,1352,19280,115192,79,0.26,1598,17,Male
2880,39,185486,101729,183373,2,Single,30638,6160,9767,61309,322,Medium,13982,42779,650942,32,0.38,7235,44,Female
2881,52,167214,61843,89752,2,Single,82455,43570,13362,15271,818,High,1770,6975,773883,37,0.45,7568,17,Female
2882,45,266200,141458,183331,3,Married,23884,26851,27028,376,576,Medium,14768,43614,583379,52,0.17,3553,7,Male
2883,58,230536,74334,9574,5,Single,97016,21185,23803,95616,394,High,12073,43079,63102,72,0.43,6831,28,Male
2884,40,226329,77170,93291,3,Single,30697,10007,15971,18325,681,Medium,19131,41905,763640,26,0.37,18,20,Male
2885,28,96693,50878,192848,2,Single,83620,5357,47376,80821,676,Medium,18005,42265,170423,45,0.17,308,53,Female
2886,43,55135,100352,101777,3,Married,95837,17794,19520,204,324,Medium,1018,39350,157868,28,0.45,2854,90,Male
2887,56,156262,28383,29737,5,Married,7114,4764,29061,90856,590,Low,11767,28271,639916,14,0.47,6075,46,Female
2888,36,90199,145973,28390,4,Married,30550,14589,38706,76864,526,Low,4341,24734,4257,32,0.21,7259,65,Female
2889,43,24331,52889,96612,1,Married,7469,10037,26314,7054,472,Low,14457,44754,940025,28,0.16,5580,67,Male
2890,40,203258,24633,57330,4,Married,47771,34105,18672,55100,752,Low,12931,22397,589252,10,0.49,3490,47,Male
2891,58,232854,72244,76082,2,Single,6492,5420,47991,26125,587,Medium,2902,44282,430686,36,0.11,4424,75,Female
2892,58,45761,139177,189714,4,Single,1971,16501,28995,86340,368,Medium,19324,34118,103257,52,0.48,1360,79,Male
2893,32,285406,93597,157352,3,Single,46350,34581,29448,18809,580,High,16919,45680,264056,34,0.19,9633,88,Female
2894,30,275792,25115,26037,5,Single,9644,9779,35136,27440,641,Low,2206,24068,933860,63,0.28,782,22,Male
2895,38,204544,85379,121668,4,Married,91705,11444,36088,85893,632,Low,5080,16012,894699,15,0.22,7014,16,Male
2896,30,104667,49979,124229,4,Married,64194,25118,8177,17054,685,Low,17548,23441,12307,90,0.16,1098,60,Male
2897,32,24677,79377,176648,5,Single,82632,35142,32347,64115,641,Low,7952,12625,23109,85,0.24,983,51,Female
2898,20,224580,16416,164636,3,Married,12534,1526,20684,52569,616,Low,12949,7985,950673,34,0.32,8985,41,Male
2899,59,150334,138785,101342,1,Single,12768,44527,26735,3065,606,Low,12357,48767,979655,83,0.14,2224,50,Female
2900,38,80148,141666,94928,4,Married,22625,7087,10100,34495,472,Medium,14525,46163,603579,55,0.42,9973,0,Female
2901,31,95271,140364,33087,2,Single,28660,8793,41564,5976,843,Low,18595,22259,183668,68,0.42,771,20,Female
2902,27,54457,107507,114844,3,Single,89680,36382,24268,96690,499,Low,4159,40048,95926,64,0.42,7312,56,Female
2903,27,62531,128243,17803,3,Single,75176,2149,47691,20410,374,Medium,2495,19414,289075,33,0.37,8780,35,Male
2904,31,224335,145933,182074,4,Married,20032,19685,22656,81273,516,High,17119,17059,894488,84,0.28,713,1,Female
2905,52,148027,113070,71761,5,Single,64935,41347,18628,38832,831,Medium,3419,368,884289,33,0.43,9296,22,Female
2906,45,214243,46126,133574,4,Single,37892,26178,11407,36582,748,Low,12919,39538,113947,12,0.44,3178,59,Male
2907,58,277231,90382,83579,4,Married,92125,14015,29054,67239,306,Medium,8684,27751,501225,49,0.21,2696,58,Female
2908,47,269301,28228,152235,5,Single,74186,19666,45198,60430,692,Low,1408,9395,423256,29,0.29,7262,65,Male
2909,24,65771,34009,187957,2,Married,68379,2696,31532,73157,685,Medium,17746,36128,920851,96,0.18,3170,42,Female
2910,27,113135,10094,41764,5,Married,24357,32173,49447,13544,800,High,4440,17855,83269,78,0.2,5001,58,Male
2911,44,86354,90636,198198,4,Married,82512,12626,34584,72966,446,Low,14245,21735,801316,86,0.2,47,73,Female
2912,46,132743,108453,52055,1,Single,497,47287,23075,98357,615,Medium,18141,27999,347151,79,0.43,8590,72,Male
2913,42,264453,64486,56599,5,Married,2134,15314,33741,49843,753,Medium,12557,19400,645026,75,0.2,1281,92,Female
2914,49,53892,100510,87787,2,Married,18833,44793,14449,77827,486,Medium,12743,17053,362678,78,0.32,6457,89,Female
2915,42,222268,30860,44720,5,Married,70948,34073,26557,99137,624,Low,8891,5727,578403,88,0.35,4261,35,Male
2916,39,115057,82812,98120,5,Single,32666,31291,31659,43489,617,Medium,2791,12611,427775,17,0.4,3586,59,Male
2917,37,58409,76087,180556,3,Married,56600,46207,8905,71330,693,Low,14971,2008,646336,64,0.11,5111,92,Male
2918,37,266889,149558,132976,3,Single,69828,33484,43814,32749,678,Low,3389,17210,192333,46,0.29,8672,3,Male
2919,21,169457,59607,119067,4,Married,92923,22229,43848,31180,773,High,9054,25025,482317,99,0.22,4976,20,Female
2920,23,46382,116664,174924,4,Married,97362,5758,33930,9353,317,High,13762,41508,266263,82,0.43,5591,96,Female
2921,49,96675,28330,18219,5,Single,26,32251,15490,85442,448,Medium,8582,1634,114258,81,0.11,4794,94,Male
2922,52,42419,130803,113508,1,Single,12108,31833,11684,46403,311,Low,1290,7908,633067,23,0.18,236,91,Female
2923,55,101238,53336,95351,4,Single,14470,11183,39872,57816,761,Medium,14750,13623,944977,57,0.23,3772,99,Male
2924,37,245825,18070,53865,5,Married,29785,41273,14376,22244,459,Low,17684,15548,75528,98,0.13,816,96,Male
2925,56,190363,11320,59457,5,Married,2253,35048,38204,83946,565,Low,15995,43072,48883,76,0.26,1983,3,Female
2926,38,294541,99043,95159,5,Single,64538,15080,25709,75365,846,Medium,8432,37487,748022,41,0.4,8723,3,Female
2927,47,55169,48921,172889,5,Single,64889,9079,18118,48669,379,Low,11496,4448,545022,45,0.18,3924,32,Female
2928,59,82182,16589,98391,5,Single,20026,20726,34888,48934,817,Medium,2746,48048,176504,14,0.4,8876,13,Female
2929,39,179413,102995,188452,3,Single,52807,18306,34291,13046,367,Low,9870,31299,364492,88,0.31,2704,8,Female
2930,52,197216,25589,55400,2,Single,62878,6278,31975,50057,543,Medium,13171,1007,847162,27,0.24,8769,87,Female
2931,31,99360,46375,41258,2,Married,44258,36797,44776,22748,308,Medium,6007,13448,662834,20,0.25,3989,63,Female
2932,34,33444,53085,185029,5,Married,94810,3063,33289,47275,456,High,11444,10965,877676,83,0.15,2481,61,Male
2933,58,143662,70840,116466,4,Single,46147,46081,46594,66719,763,High,1343,7664,292658,13,0.2,3198,88,Male
2934,21,265488,108704,154353,1,Single,45417,41120,32588,10411,599,Low,16898,30569,322834,29,0.39,6134,6,Male
2935,48,118843,107047,82264,5,Married,1086,43147,40443,62526,619,Medium,17412,19184,329021,14,0.45,4522,91,Male
2936,29,293118,40982,187403,1,Single,24406,43311,40108,44604,548,Medium,12639,13908,838398,72,0.21,5520,4,Male
2937,21,132150,69720,181752,3,Single,86987,3892,30985,33856,622,Medium,11344,13749,142580,63,0.34,5267,12,Female
2938,30,276620,38514,174795,2,Single,75443,18121,41584,33960,761,Medium,15669,23912,253705,74,0.11,6564,1,Male
2939,32,114826,144923,146234,3,Single,72659,20604,40049,97014,697,Medium,17490,5057,909733,86,0.13,3662,83,Male
2940,29,245121,86034,113877,4,Married,91838,26484,10822,5387,692,Low,6783,4461,106626,95,0.49,2329,11,Male
